Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,550
Conversion Gain:,1024
Coarse Gain:,64
Fine Gain:,1.12
Upper Discriminator:,2437
Lower Discriminator:,2
Calibration Coefficients:,-30.635802469135797,2.3549382716049383
Calibration Channels:,230,554
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,188.96
Elapsed Live Time:,187.86
Start Time:,April 26, 2023, 05:47:03
End Time:,April 26, 2023, 05:50:12
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,309,325,78,-8,0,714

Channel Data:
Channel,Energy,Counts
0,-30.635802469135797,0
1,-28.28086419753086,0
2,-25.92592592592592,0
3,-23.57098765432098,0
4,-21.216049382716044,0
5,-18.861111111111107,0
6,-16.506172839506167,0
7,-14.151234567901227,0
8,-11.79629629629629,8
9,-9.441358024691354,138
10,-7.086419753086414,127
11,-4.731481481481474,32
12,-2.3765432098765373,37
13,-0.021604938271600815,38
14,2.333333333333343,65
15,4.688271604938279,88
16,7.043209876543216,132
17,9.398148148148152,164
18,11.753086419753089,136
19,14.108024691358032,123
20,16.46296296296297,94
21,18.817901234567906,87
22,21.17283950617285,63
23,23.527777777777786,59
24,25.882716049382722,57
25,28.23765432098766,41
26,30.592592592592595,50
27,32.94753086419754,62
28,35.30246913580248,60
29,37.65740740740742,67
30,40.012345679012356,75
31,42.36728395061729,71
32,44.72222222222223,74
33,47.077160493827165,59
34,49.4320987654321,79
35,51.78703703703704,78
36,54.141975308641975,90
37,56.496913580246925,85
38,58.85185185185186,65
39,61.2067901234568,67
40,63.561728395061735,80
41,65.91666666666667,76
42,68.27160493827161,74
43,70.62654320987654,79
44,72.9814814814815,68
45,75.33641975308643,83
46,77.69135802469137,78
47,80.0462962962963,66
48,82.40123456790124,86
49,84.75617283950618,68
50,87.11111111111111,81
51,89.46604938271605,64
52,91.82098765432099,73
53,94.17592592592594,79
54,96.53086419753087,63
55,98.8858024691358,71
56,101.24074074074076,75
57,103.5956790123457,68
58,105.95061728395063,63
59,108.30555555555557,63
60,110.66049382716051,76
61,113.01543209876544,52
62,115.37037037037038,60
63,117.72530864197532,74
64,120.08024691358025,54
65,122.43518518518519,60
66,124.79012345679013,51
67,127.14506172839506,48
68,129.5,78
69,131.85493827160494,56
70,134.20987654320987,59
71,136.5648148148148,59
72,138.91975308641975,65
73,141.2746913580247,37
74,143.62962962962965,65
75,145.98456790123458,55
76,148.33950617283952,46
77,150.69444444444446,65
78,153.0493827160494,53
79,155.40432098765433,46
80,157.75925925925927,49
81,160.1141975308642,45
82,162.46913580246914,52
83,164.82407407407408,50
84,167.179012345679,52
85,169.53395061728395,46
86,171.88888888888889,48
87,174.24382716049382,36
88,176.5987654320988,42
89,178.95370370370372,46
90,181.30864197530866,33
91,183.6635802469136,37
92,186.01851851851853,48
93,188.37345679012347,43
94,190.7283950617284,40
95,193.08333333333334,31
96,195.43827160493828,45
97,197.79320987654322,43
98,200.14814814814815,35
99,202.5030864197531,37
100,204.85802469135803,30
101,207.21296296296296,32
102,209.5679012345679,45
103,211.92283950617283,34
104,214.27777777777777,50
105,216.63271604938274,33
106,218.98765432098767,33
107,221.3425925925926,31
108,223.69753086419755,41
109,226.05246913580248,40
110,228.4074074074074,37
111,230.76234567901236,32
112,233.11728395061732,31
113,235.47222222222223,25
114,237.8271604938272,34
115,240.1820987654321,28
116,242.53703703703707,35
117,244.89197530864197,25
118,247.24691358024694,19
119,249.60185185185185,19
120,251.9567901234568,29
121,254.31172839506172,24
