Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,550
Conversion Gain:,1024
Coarse Gain:,64
Fine Gain:,1.12
Upper Discriminator:,2437
Lower Discriminator:,2
Calibration Coefficients:,-30.635802469135797,2.3549382716049383
Calibration Channels:,230,554
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,85.02
Elapsed Live Time:,83.58
Start Time:,April 24, 2023, 04:53:33
End Time:,April 24, 2023, 04:54:58
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,220,236,2497,107,4,506

Channel Data:
Channel,Energy,Counts
0,-30.635802469135797,0
1,-28.28086419753086,0
2,-25.92592592592592,0
3,-23.57098765432098,0
4,-21.216049382716044,0
5,-18.861111111111107,0
6,-16.506172839506167,0
7,-14.151234567901227,0
8,-11.79629629629629,0
9,-9.441358024691354,5
10,-7.086419753086414,546
11,-4.731481481481474,1479
12,-2.3765432098765373,241
13,-0.021604938271600815,178
14,2.333333333333343,208
15,4.688271604938279,220
16,7.043209876543216,309
17,9.398148148148152,432
18,11.753086419753089,438
19,14.108024691358032,460
20,16.46296296296297,417
21,18.817901234567906,342
22,21.17283950617285,313
23,23.527777777777786,255
24,25.882716049382722,200
25,28.23765432098766,209
26,30.592592592592595,183
27,32.94753086419754,176
28,35.30246913580248,165
29,37.65740740740742,155
30,40.012345679012356,193
31,42.36728395061729,190
32,44.72222222222223,187
33,47.077160493827165,190
34,49.4320987654321,187
35,51.78703703703704,221
36,54.141975308641975,221
37,56.496913580246925,201
38,58.85185185185186,183
39,61.2067901234568,173
40,63.561728395061735,175
41,65.91666666666667,166
42,68.27160493827161,162
43,70.62654320987654,166
44,72.9814814814815,145
45,75.33641975308643,144
46,77.69135802469137,149
47,80.0462962962963,120
48,82.40123456790124,154
49,84.75617283950618,128
50,87.11111111111111,140
51,89.46604938271605,159
52,91.82098765432099,139
53,94.17592592592594,144
54,96.53086419753087,141
55,98.8858024691358,147
56,101.24074074074076,161
57,103.5956790123457,149
58,105.95061728395063,150
59,108.30555555555557,157
60,110.66049382716051,154
61,113.01543209876544,141
62,115.37037037037038,167
63,117.72530864197532,142
64,120.08024691358025,143
65,122.43518518518519,142
66,124.79012345679013,176
67,127.14506172839506,129
68,129.5,148
69,131.85493827160494,148
70,134.20987654320987,130
71,136.5648148148148,153
72,138.91975308641975,148
73,141.2746913580247,161
74,143.62962962962965,135
75,145.98456790123458,135
76,148.33950617283952,143
77,150.69444444444446,135
78,153.0493827160494,156
79,155.40432098765433,143
80,157.75925925925927,155
81,160.1141975308642,148
82,162.46913580246914,134
83,164.82407407407408,152
84,167.179012345679,138
85,169.53395061728395,147
86,171.88888888888889,151
87,174.24382716049382,160
88,176.5987654320988,187
89,178.95370370370372,137
90,181.30864197530866,146
91,183.6635802469136,166
92,186.01851851851853,167
93,188.37345679012347,173
94,190.7283950617284,171
95,193.08333333333334,180
96,195.43827160493828,140
97,197.79320987654322,182
98,200.14814814814815,171
99,202.5030864197531,178
100,204.85802469135803,194
101,207.21296296296296,205
102,209.5679012345679,173
103,211.92283950617283,201
104,214.27777777777777,146
105,216.63271604938274,168
106,218.98765432098767,169
107,221.3425925925926,156
108,223.69753086419755,179
109,226.05246913580248,207
110,228.4074074074074,199
111,230.76234567901236,183
112,233.11728395061732,168
113,235.47222222222223,181
114,237.8271604938272,186
115,240.1820987654321,155
116,242.53703703703707,169
117,244.89197530864197,158
118,247.24691358024694,159
119,249.60185185185185,153
120,251.9567901234568,148
121,254.31172839506172,155
