Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,550
Conversion Gain:,1024
Coarse Gain:,64
Fine Gain:,1.12
Upper Discriminator:,2437
Lower Discriminator:,2
Calibration Coefficients:,-30.635802469135797,2.3549382716049383
Calibration Channels:,230,554
Calibration Energies:,511.0,1274.0
Elapsed Real Time:,86.85
Elapsed Live Time:,86.05
Start Time:,April 24, 2023, 04:33:17
End Time:,April 24, 2023, 04:34:44
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,357,378,1131,217,6,834

Channel Data:
Channel,Energy,Counts
0,-30.635802469135797,0
1,-28.28086419753086,0
2,-25.92592592592592,0
3,-23.57098765432098,0
4,-21.216049382716044,0
5,-18.861111111111107,0
6,-16.506172839506167,0
7,-14.151234567901227,0
8,-11.79629629629629,0
9,-9.441358024691354,5
10,-7.086419753086414,141
11,-4.731481481481474,354
12,-2.3765432098765373,60
13,-0.021604938271600815,41
14,2.333333333333343,61
15,4.688271604938279,71
16,7.043209876543216,95
17,9.398148148148152,148
18,11.753086419753089,163
19,14.108024691358032,125
20,16.46296296296297,145
21,18.817901234567906,98
22,21.17283950617285,104
23,23.527777777777786,113
24,25.882716049382722,99
25,28.23765432098766,81
26,30.592592592592595,89
27,32.94753086419754,80
28,35.30246913580248,99
29,37.65740740740742,74
30,40.012345679012356,110
31,42.36728395061729,85
32,44.72222222222223,123
33,47.077160493827165,113
34,49.4320987654321,114
35,51.78703703703704,112
36,54.141975308641975,113
37,56.496913580246925,99
38,58.85185185185186,99
39,61.2067901234568,107
40,63.561728395061735,119
41,65.91666666666667,90
42,68.27160493827161,96
43,70.62654320987654,77
44,72.9814814814815,78
45,75.33641975308643,71
46,77.69135802469137,77
47,80.0462962962963,55
48,82.40123456790124,73
49,84.75617283950618,71
50,87.11111111111111,79
51,89.46604938271605,66
52,91.82098765432099,79
53,94.17592592592594,99
54,96.53086419753087,72
55,98.8858024691358,84
56,101.24074074074076,85
57,103.5956790123457,71
58,105.95061728395063,77
59,108.30555555555557,81
60,110.66049382716051,66
61,113.01543209876544,68
62,115.37037037037038,65
63,117.72530864197532,73
64,120.08024691358025,86
65,122.43518518518519,59
66,124.79012345679013,78
67,127.14506172839506,67
68,129.5,55
69,131.85493827160494,54
70,134.20987654320987,68
71,136.5648148148148,66
72,138.91975308641975,70
73,141.2746913580247,61
74,143.62962962962965,75
75,145.98456790123458,63
76,148.33950617283952,61
77,150.69444444444446,65
78,153.0493827160494,73
79,155.40432098765433,64
80,157.75925925925927,75
81,160.1141975308642,69
82,162.46913580246914,78
83,164.82407407407408,57
84,167.179012345679,52
85,169.53395061728395,68
86,171.88888888888889,66
87,174.24382716049382,66
88,176.5987654320988,64
89,178.95370370370372,66
90,181.30864197530866,60
91,183.6635802469136,48
92,186.01851851851853,61
93,188.37345679012347,83
94,190.7283950617284,64
95,193.08333333333334,59
96,195.43827160493828,69
97,197.79320987654322,65
98,200.14814814814815,69
99,202.5030864197531,69
100,204.85802469135803,54
101,207.21296296296296,64
102,209.5679012345679,61
103,211.92283950617283,73
104,214.27777777777777,61
105,216.63271604938274,65
106,218.98765432098767,50
107,221.3425925925926,47
108,223.69753086419755,59
109,226.05246913580248,45
110,228.4074074074074,49
111,230.76234567901236,63
112,233.11728395061732,64
113,235.47222222222223,65
114,237.8271604938272,64
115,240.1820987654321,44
116,242.53703703703707,51
117,244.89197530864197,56
118,247.24691358024694,41
119,249.60185185185185,60
120,251.9567901234568,50
121,254.31172839506172,44
