3,591.3104838709677
4,581.4879032258065
5,570.7444556451612
6,560.921875
7,550.7923387096773
8,540.6628024193548
9,529.9193548387096
10,519.4828629032257
11,508.7394153225806
12,498.3029233870967
13,487.5594758064516
14,477.73689516129025
15,466.37953629032256
16,455.63608870967744
17,444.585685483871
18,434.4561491935483
19,423.7127016129032
20,412.3553427419355
21,401.61189516129036
22,390.5614919354839
23,379.81804435483866
24,368.7676411290322
25,357.1033266129032
26,345.7459677419355
27,334.3886088709677
28,323.33820564516134
29,312.2878024193549
30,301.2373991935484
31,290.18699596774195
32,279.75050403225805
33,268.7001008064516
34,255.8079637096774
35,245.98538306451613
36,234.3210685483871
37,223.27066532258064
38,211.9133064516129
39,201.47681451612905
40,190.1194556451613
41,179.37600806451613
42,167.7116935483871
43,158.1960685483871
44,146.53175403225805
45,136.0952620967742
46,125.35181451612902
47,115.22227822580646
48,104.47883064516128
49,94.04233870967741
50,83.29889112903226
51,73.47631048387098
52,62.11895161290323
53,52.29637096774195
54,42.47379032258064
55,32.34425403225808
56,21.60080645161291
57,12.392137096774192
