5,23.770309305988402,5,22.753473036724273
10,23.8155195871452,10,22.507845283707354
15,23.983063570255684,15,22.281609195402304
20,24.164522897281515,20,22.05537310709725
25,24.36361065498996,25,21.84752521698335
30,24.481253420908587,30,21.63809523809524
35,24.70748950921364,35,21.43198954458631
40,24.91864319163169,40,21.219235280319026
45,25.163790016914202,45,21.00648101605174
50,25.38016017054129,50,20.899214485421382
55,25.641437337185323,55,20.723117205875827
60,25.898632048100545,60,20.573434518262104
65,26.273243687036786,65,20.39733723871655
70,26.562546360575915,70,20.2564594150801
75,26.864427411225442,75,20.0979718634891
80,27.241778724537344,80,19.999852551858176
85,27.56881652940766,85,19.926718273516297
90,27.902143522833175,90,19.8136925706243
95,28.306650246305416,95,19.740558292282426
100,28.668627987593506,100,19.667424013940547
105,29.030605728881596,105,19.60093830635702
110,29.41843902311883,110,19.55439831104855
115,29.754561211457766,115,19.55439831104855
120,30.18893450100347,120,19.549227200458724
125,30.47851669403394,125,19.55439831104855
130,30.795247217661014,130,19.55439831104855
135,31.176616623660962,135,19.60093830635702
140,31.499811035525322,140,19.647478301665487
145,31.797149894440533,145,19.71728829462819
150,32.06582633053221,150,19.787098287590894
155,32.37381159360296,155,19.90677256124124
160,32.64073215493094,160,19.973258268824765
165,32.880276248430405,165,20.087909161800784
170,33.113163656267105,170,20.22123995917099
175,33.32934480731416,175,20.326898326898323
180,33.502289728151794,180,20.520605334398436
185,33.656130268199234,185,20.635068566103048
190,33.84358302708056,190,20.811165845648603
195,33.9577783859393,195,20.98726312519416
200,34.093087809836575,200,21.17269528501056
205,34.16289780279928,205,21.37880097851949
210,34.24822112753147,210,21.59155524278677
215,34.32024731074696,215,21.804309507054054
220,34.38673301833048,220,21.96387520525452
225,34.38673301833048,225,22.210506424792143
230,34.419975872122244,230,22.462598066046347
235,34.442137774650085,235,22.658669342577394
240,34.442137774650085,240,22.899987836769448
245,34.442137774650085,245,23.098803659394793
250,34.40335444522636,250,23.42458362655407
255,34.40335444522636,255,23.601435608726245
260,34.38673301833048,260,23.863389296605337
265,34.32578778637892,265,24.074028461959493
270,34.24822112753147,270,24.28518214437754
275,34.16289780279928,275,24.57174785623061
280,34.073696145124714,280,24.772128391586516
285,33.9276135741653,285,25.004574243490495
290,33.82203673295627,290,25.16583124477861
295,33.656130268199234,295,25.40873736064298
300,33.47514139755519,300,25.604695235626007
305,33.3054643313264,305,25.79452942701581
310,33.06791643860609,310,25.965992567625957
315,32.811835078859126,315,26.160038293043215
320,32.56544686840253,320,26.336135572588773
325,32.32932483338163,325,26.53738960635512
330,31.971674876847292,330,26.650595000348694
335,31.700191570881227,335,26.776378771452663
340,31.403570921770157,340,26.933608485332623
345,31.11197774128809,345,27.06568144499179
350,30.780164811774007,350,27.17888683898536
355,30.438296945001927,355,27.304670610089328
360,30.13162135863286,360,27.37385168419651
365,29.754561211457766,365,27.46190032396929
370,29.43783068783069,370,27.549948963742064
375,29.09524461125447,375,27.593973283628454
380,28.713875205254517,380,27.65686516918044
385,28.397144681627438,385,27.699631651355784
390,28.080414158000362,390,27.72604624328762
395,27.730937834386104,395,27.744913808953214
400,27.447225550673824,400,27.72604624328762
405,27.128573330543773,405,27.68202192340123
410,26.85184903411504,410,27.65686516918044
415,26.526383526383526,415,27.56881652940766
420,26.285822064147187,420,27.549948963742064
425,26.00909776771845,425,27.46190032396929
430,25.77615837623615,430,27.37385168419651
435,25.563054187192115,435,27.285803044423734
440,25.365871575490445,440,27.197754404650954
445,25.151542649727762,445,27.06568144499179
450,24.94503740193395,450,26.933608485332623
455,24.797983944535662,455,26.776378771452663
460,24.61699507389162,460,26.66946256601429
465,24.481253420908587,465,26.53738960635512
470,24.39075898558657,470,26.361292326809565
475,24.209770114942526,475,26.14117072737762
480,24.119275679620504,480,25.965992567625957
485,24.048172909010344,485,25.79452942701581
490,23.936523574947216,490,25.623066286405663
495,23.850092155088632,495,25.40873736064298
500,23.82349787205522,500,25.225026852846394
505,23.82349787205522,505,25.0277081592871
510,23.80853858784893,510,24.843231162196673
515,23.796903589021813,515,24.601912668004616
520,23.796903589021813,520,24.39075898558657
525,23.82349787205522,525,24.18714650611202
530,23.85895691609977,530,23.936523574947216
535,23.908599577762136,535,23.72709359605911
540,24.019731800766277,540,23.506028618343887
545,24.074028461959493,545,23.31599030416764
550,24.164522897281515,550,23.052263664086325
555,24.31965621497641,555,22.85851122058019
560,24.481253420908587,560,22.652636380222592
565,24.57174785623061,565,22.489746396642953
570,24.75273672687465,570,22.254460864805694
575,24.91864319163169,575,22.05537310709725
580,25.10010370754472,580,21.897389497670993
585,25.298511055965033,585,21.71122951643712
590,25.50399466098195,590,21.545015247478304
595,25.70879785671074,595,21.35885526624443
600,25.947621516846297,600,21.17269528501056
605,26.202804775218564,605,21.03307529908515
610,26.468907330976293,610,20.899214485421382
615,26.75751120578707,615,20.811165845648603
620,27.002789559439805,620,20.635068566103048
625,27.30781520436693,625,20.591044246216658
630,27.60497936360005,630,20.520605334398436
635,27.883275957167577,635,20.370922646784713
640,28.201073405096388,640,20.282874007011934
645,28.532886334610474,645,20.22123995917099
650,28.80436964057654,650,20.168410775307322
655,29.15988349362734,655,20.128788887409574
660,29.43783068783069,660,20.10048753891118
665,29.72870565850862,665,20.10677672746638
670,30.007945630359426,670,20.087909161800784
675,30.342775041050906,675,20.10677672746638
680,30.61425834701697,680,20.10677672746638
685,30.885741652983036,685,20.17595780157356
690,31.172307364836104,690,20.2564594150801
695,31.4093166002033,695,20.2564594150801
700,31.700191570881227,700,20.282874007011934
